rev,phase,rotation_tick,track,sector,pos,sync_mark,gap_class,expected_gap_class,region,header_data_boundary,expected_boundary,track_sync_density_rows,gap_class_mismatch_rows,header_data_boundary_errors,alloc_count,blocks_free
1541C,track_layout,444,19,3,1,1,0,0,1,0,0,40,0,0,19,645
1541C,track_layout,449,19,3,2,0,1,1,1,0,0,40,0,0,19,645
1541C,track_layout,455,19,3,3,0,1,1,1,0,0,40,0,0,20,644
1541C,track_layout,460,19,3,4,0,1,1,2,1,1,40,0,0,20,644
1541C,track_layout,465,19,3,5,0,1,1,2,0,0,40,0,0,20,644
1541C,track_layout,471,19,3,6,0,2,2,3,0,0,40,0,0,20,644
1541C,track_layout,476,19,3,7,0,2,2,3,0,0,40,0,0,20,644
1541C,track_layout,482,19,4,0,1,0,0,1,0,0,41,0,0,20,644
1541C,track_layout,487,19,4,1,1,0,0,1,0,0,42,0,0,20,644
1541C,track_layout,492,19,4,2,0,1,1,1,0,0,42,0,0,20,644
1541C,track_layout,498,19,4,3,0,1,1,1,0,0,42,0,0,21,643
1541C,track_layout,503,19,4,4,0,1,1,2,1,1,42,0,0,21,643
1541C,track_layout,508,19,4,5,0,1,1,2,0,0,42,0,0,21,643
1541C,track_layout,514,19,4,6,0,2,2,3,0,0,42,0,0,21,643
1541C,track_layout,519,19,4,7,0,2,2,3,0,0,42,0,0,21,643
1541C,track_layout,525,19,5,0,1,0,0,1,0,0,43,0,0,21,643
1541C,track_layout,530,19,5,1,1,0,0,1,0,0,44,0,0,21,643
1541C,track_layout,535,19,5,2,0,1,1,1,0,0,44,0,0,21,643
1541C,track_layout,541,19,5,3,0,1,1,1,0,0,44,0,0,22,642
1541C,track_layout,546,19,5,4,0,1,1,2,1,1,44,0,0,22,642
1541C,track_layout,551,19,5,5,0,1,1,2,0,0,44,0,0,22,642
1541C,track_layout,557,19,5,6,0,2,2,3,0,0,44,0,0,22,642
1541C,track_layout,562,19,5,7,0,2,2,3,0,0,44,0,0,22,642
1541C,track_layout,568,19,6,0,1,0,0,1,0,0,45,0,0,22,642
1541C,track_layout,573,19,6,1,1,0,0,1,0,0,46,0,0,22,642
1541C,track_layout,578,19,6,2,0,1,1,1,0,0,46,0,0,22,642
1541C,track_layout,584,19,6,3,0,1,1,1,0,0,46,0,0,23,641
1541C,track_layout,589,19,6,4,0,1,1,2,1,1,46,0,0,23,641
1541C,track_layout,594,19,6,5,0,1,1,2,0,0,46,0,0,23,641
1541C,track_layout,600,19,6,6,0,2,2,3,0,0,46,0,0,23,641
1541C,track_layout,605,19,6,7,0,2,2,3,0,0,46,0,0,23,641
1541C,track_layout,611,19,7,0,1,0,0,1,0,0,47,0,0,23,641
1541C,track_layout,616,19,7,1,1,0,0,1,0,0,48,0,0,23,641
1541C,track_layout,621,19,7,2,0,1,1,1,0,0,48,0,0,23,641
1541C,track_layout,627,19,7,3,0,1,1,1,0,0,48,0,0,24,640
1541C,track_layout,632,19,7,4,0,1,1,2,1,1,48,0,0,24,640
1541C,track_layout,637,19,7,5,0,1,1,2,0,0,48,0,0,24,640
1541C,track_layout,643,19,7,6,0,2,2,3,0,0,48,0,0,24,640
1541C,track_layout,648,19,7,7,0,2,2,3,0,0,48,0,0,24,640
1541II,track_layout,2,17,0,0,1,0,0,1,0,0,1,0,0,0,664
1541II,track_layout,3,17,0,1,1,0,0,1,0,0,2,0,0,0,664
1541II,track_layout,4,17,0,2,0,1,1,1,0,0,2,0,0,0,664
1541II,track_layout,6,17,0,3,0,1,1,1,0,0,2,0,0,1,663
1541II,track_layout,7,17,0,4,0,1,1,2,1,1,2,0,0,1,663
1541II,track_layout,8,17,0,5,0,1,1,2,0,0,2,0,0,1,663
1541II,track_layout,10,17,0,6,0,2,2,3,0,0,2,0,0,1,663
1541II,track_layout,11,17,0,7,0,2,2,3,0,0,2,0,0,1,663
1541II,track_layout,13,17,1,0,1,0,0,1,0,0,3,0,0,1,663
1541II,track_layout,14,17,1,1,1,0,0,1,0,0,4,0,0,1,663
1541II,track_layout,15,17,1,2,0,1,1,1,0,0,4,0,0,1,663
1541II,track_layout,17,17,1,3,0,1,1,1,0,0,4,0,0,2,662
1541II,track_layout,18,17,1,4,0,1,1,2,1,1,4,0,0,2,662
1541II,track_layout,19,17,1,5,0,1,1,2,0,0,4,0,0,2,662
1541II,track_layout,21,17,1,6,0,2,2,3,0,0,4,0,0,2,662
1541II,track_layout,22,17,1,7,0,2,2,3,0,0,4,0,0,2,662
1541II,track_layout,24,17,2,0,1,0,0,1,0,0,5,0,0,2,662
1541II,track_layout,25,17,2,1,1,0,0,1,0,0,6,0,0,2,662
1541II,track_layout,26,17,2,2,0,1,1,1,0,0,6,0,0,2,662
1541II,track_layout,28,17,2,3,0,1,1,1,0,0,6,0,0,3,661
1541II,track_layout,29,17,2,4,0,1,1,2,1,1,6,0,0,3,661
1541II,track_layout,30,17,2,5,0,1,1,2,0,0,6,0,0,3,661
1541II,track_layout,32,17,2,6,0,2,2,3,0,0,6,0,0,3,661
1541II,track_layout,33,17,2,7,0,2,2,3,0,0,6,0,0,3,661
1541II,track_layout,35,17,3,0,1,0,0,1,0,0,7,0,0,3,661
1541II,track_layout,36,17,3,1,1,0,0,1,0,0,8,0,0,3,661
1541II,track_layout,37,17,3,2,0,1,1,1,0,0,8,0,0,3,661
1541II,track_layout,39,17,3,3,0,1,1,1,0,0,8,0,0,4,660
1541II,track_layout,40,17,3,4,0,1,1,2,1,1,8,0,0,4,660
1541II,track_layout,41,17,3,5,0,1,1,2,0,0,8,0,0,4,660
1541II,track_layout,43,17,3,6,0,2,2,3,0,0,8,0,0,4,660
1541II,track_layout,44,17,3,7,0,2,2,3,0,0,8,0,0,4,660
1541II,track_layout,46,17,4,0,1,0,0,1,0,0,9,0,0,4,660
1541II,track_layout,47,17,4,1,1,0,0,1,0,0,10,0,0,4,660
1541II,track_layout,48,17,4,2,0,1,1,1,0,0,10,0,0,4,660
1541II,track_layout,50,17,4,3,0,1,1,1,0,0,10,0,0,5,659
1541II,track_layout,51,17,4,4,0,1,1,2,1,1,10,0,0,5,659
1541II,track_layout,52,17,4,5,0,1,1,2,0,0,10,0,0,5,659
1541II,track_layout,54,17,4,6,0,2,2,3,0,0,10,0,0,5,659
1541II,track_layout,55,17,4,7,0,2,2,3,0,0,10,0,0,5,659
1541II,track_layout,57,17,5,0,1,0,0,1,0,0,11,0,0,5,659
1541II,track_layout,58,17,5,1,1,0,0,1,0,0,12,0,0,5,659
1541II,track_layout,59,17,5,2,0,1,1,1,0,0,12,0,0,5,659
1541II,track_layout,61,17,5,3,0,1,1,1,0,0,12,0,0,6,658
1541II,track_layout,62,17,5,4,0,1,1,2,1,1,12,0,0,6,658
1541II,track_layout,63,17,5,5,0,1,1,2,0,0,12,0,0,6,658
1541II,track_layout,65,17,5,6,0,2,2,3,0,0,12,0,0,6,658
1541II,track_layout,66,17,5,7,0,2,2,3,0,0,12,0,0,6,658
1541II,track_layout,68,17,6,0,1,0,0,1,0,0,13,0,0,6,658
1541II,track_layout,69,17,6,1,1,0,0,1,0,0,14,0,0,6,658
1541II,track_layout,70,17,6,2,0,1,1,1,0,0,14,0,0,6,658
1541II,track_layout,72,17,6,3,0,1,1,1,0,0,14,0,0,7,657
1541II,track_layout,73,17,6,4,0,1,1,2,1,1,14,0,0,7,657
1541II,track_layout,74,17,6,5,0,1,1,2,0,0,14,0,0,7,657
1541II,track_layout,76,17,6,6,0,2,2,3,0,0,14,0,0,7,657
1541II,track_layout,77,17,6,7,0,2,2,3,0,0,14,0,0,7,657
1541II,track_layout,79,17,7,0,1,0,0,1,0,0,15,0,0,7,657
1541II,track_layout,80,17,7,1,1,0,0,1,0,0,16,0,0,7,657
1541II,track_layout,81,17,7,2,0,1,1,1,0,0,16,0,0,7,657
1541II,track_layout,83,17,7,3,0,1,1,1,0,0,16,0,0,8,656
1541II,track_layout,84,17,7,4,0,1,1,2,1,1,16,0,0,8,656
1541II,track_layout,85,17,7,5,0,1,1,2,0,0,16,0,0,8,656
1541II,track_layout,87,17,7,6,0,2,2,3,0,0,16,0,0,8,656
1541II,track_layout,88,17,7,7,0,2,2,3,0,0,16,0,0,8,656
1541II,track_layout,92,18,0,0,1,0,0,1,0,0,17,0,0,8,656
1541II,track_layout,95,18,0,1,1,0,0,1,0,0,18,0,0,8,656
1541II,track_layout,98,18,0,2,0,1,1,1,0,0,18,0,0,8,656
1541II,track_layout,102,18,0,3,0,1,1,1,0,0,18,0,0,9,655
1541II,track_layout,105,18,0,4,0,1,1,2,1,1,18,0,0,9,655
1541II,track_layout,108,18,0,5,0,1,1,2,0,0,18,0,0,9,655
1541II,track_layout,112,18,0,6,0,2,2,3,0,0,18,0,0,9,655
1541II,track_layout,115,18,0,7,0,2,2,3,0,0,18,0,0,9,655
1541II,track_layout,119,18,1,0,1,0,0,1,0,0,19,0,0,9,655
1541II,track_layout,122,18,1,1,1,0,0,1,0,0,20,0,0,9,655
1541II,track_layout,125,18,1,2,0,1,1,1,0,0,20,0,0,9,655
1541II,track_layout,129,18,1,3,0,1,1,1,0,0,20,0,0,10,654
1541II,track_layout,132,18,1,4,0,1,1,2,1,1,20,0,0,10,654
1541II,track_layout,135,18,1,5,0,1,1,2,0,0,20,0,0,10,654
1541II,track_layout,139,18,1,6,0,2,2,3,0,0,20,0,0,10,654
1541II,track_layout,142,18,1,7,0,2,2,3,0,0,20,0,0,10,654
1541II,track_layout,146,18,2,0,1,0,0,1,0,0,21,0,0,10,654
1541II,track_layout,149,18,2,1,1,0,0,1,0,0,22,0,0,10,654
1541II,track_layout,152,18,2,2,0,1,1,1,0,0,22,0,0,10,654
1541II,track_layout,156,18,2,3,0,1,1,1,0,0,22,0,0,11,653
1541II,track_layout,159,18,2,4,0,1,1,2,1,1,22,0,0,11,653
1541II,track_layout,162,18,2,5,0,1,1,2,0,0,22,0,0,11,653
1541II,track_layout,166,18,2,6,0,2,2,3,0,0,22,0,0,11,653
1541II,track_layout,169,18,2,7,0,2,2,3,0,0,22,0,0,11,653
1541II,track_layout,173,18,3,0,1,0,0,1,0,0,23,0,0,11,653
1541II,track_layout,176,18,3,1,1,0,0,1,0,0,24,0,0,11,653
1541II,track_layout,179,18,3,2,0,1,1,1,0,0,24,0,0,11,653
1541II,track_layout,183,18,3,3,0,1,1,1,0,0,24,0,0,12,652
1541II,track_layout,186,18,3,4,0,1,1,2,1,1,24,0,0,12,652
1541II,track_layout,189,18,3,5,0,1,1,2,0,0,24,0,0,12,652
1541II,track_layout,193,18,3,6,0,2,2,3,0,0,24,0,0,12,652
1541II,track_layout,196,18,3,7,0,2,2,3,0,0,24,0,0,12,652
1541II,track_layout,200,18,4,0,1,0,0,1,0,0,25,0,0,12,652
1541II,track_layout,203,18,4,1,1,0,0,1,0,0,26,0,0,12,652
1541II,track_layout,206,18,4,2,0,1,1,1,0,0,26,0,0,12,652
1541II,track_layout,210,18,4,3,0,1,1,1,0,0,26,0,0,13,651
1541II,track_layout,213,18,4,4,0,1,1,2,1,1,26,0,0,13,651
1541II,track_layout,216,18,4,5,0,1,1,2,0,0,26,0,0,13,651
1541II,track_layout,220,18,4,6,0,2,2,3,0,0,26,0,0,13,651
1541II,track_layout,223,18,4,7,0,2,2,3,0,0,26,0,0,13,651
1541II,track_layout,227,18,5,0,1,0,0,1,0,0,27,0,0,13,651
1541II,track_layout,230,18,5,1,1,0,0,1,0,0,28,0,0,13,651
1541II,track_layout,233,18,5,2,0,1,1,1,0,0,28,0,0,13,651
1541II,track_layout,237,18,5,3,0,1,1,1,0,0,28,0,0,14,650
1541II,track_layout,240,18,5,4,0,1,1,2,1,1,28,0,0,14,650
1541II,track_layout,243,18,5,5,0,1,1,2,0,0,28,0,0,14,650
1541II,track_layout,247,18,5,6,0,2,2,3,0,0,28,0,0,14,650
1541II,track_layout,250,18,5,7,0,2,2,3,0,0,28,0,0,14,650
1541II,track_layout,254,18,6,0,1,0,0,1,0,0,29,0,0,14,650
1541II,track_layout,257,18,6,1,1,0,0,1,0,0,30,0,0,14,650
1541II,track_layout,260,18,6,2,0,1,1,1,0,0,30,0,0,14,650
1541II,track_layout,264,18,6,3,0,1,1,1,0,0,30,0,0,15,649
1541II,track_layout,267,18,6,4,0,1,1,2,1,1,30,0,0,15,649
1541II,track_layout,270,18,6,5,0,1,1,2,0,0,30,0,0,15,649
1541II,track_layout,274,18,6,6,0,2,2,3,0,0,30,0,0,15,649
1541II,track_layout,277,18,6,7,0,2,2,3,0,0,30,0,0,15,649
1541II,track_layout,281,18,7,0,1,0,0,1,0,0,31,0,0,15,649
1541II,track_layout,284,18,7,1,1,0,0,1,0,0,32,0,0,15,649
1541II,track_layout,287,18,7,2,0,1,1,1,0,0,32,0,0,15,649
1541II,track_layout,291,18,7,3,0,1,1,1,0,0,32,0,0,16,648
1541II,track_layout,294,18,7,4,0,1,1,2,1,1,32,0,0,16,648
1541II,track_layout,297,18,7,5,0,1,1,2,0,0,32,0,0,16,648
1541II,track_layout,301,18,7,6,0,2,2,3,0,0,32,0,0,16,648
1541II,track_layout,304,18,7,7,0,2,2,3,0,0,32,0,0,16,648
1541II,track_layout,310,19,0,0,1,0,0,1,0,0,33,0,0,16,648
1541II,track_layout,315,19,0,1,1,0,0,1,0,0,34,0,0,16,648
1541II,track_layout,320,19,0,2,0,1,1,1,0,0,34,0,0,16,648
1541II,track_layout,326,19,0,3,0,1,1,1,0,0,34,0,0,17,647
1541II,track_layout,331,19,0,4,0,1,1,2,1,1,34,0,0,17,647
1541II,track_layout,336,19,0,5,0,1,1,2,0,0,34,0,0,17,647
1541II,track_layout,342,19,0,6,0,2,2,3,0,0,34,0,0,17,647
1541II,track_layout,347,19,0,7,0,2,2,3,0,0,34,0,0,17,647
1541II,track_layout,353,19,1,0,1,0,0,1,0,0,35,0,0,17,647
1541II,track_layout,358,19,1,1,1,0,0,1,0,0,36,0,0,17,647
1541II,track_layout,363,19,1,2,0,1,1,1,0,0,36,0,0,17,647
1541II,track_layout,369,19,1,3,0,1,1,1,0,0,36,0,0,18,646
1541II,track_layout,374,19,1,4,0,1,1,2,1,1,36,0,0,18,646
1541II,track_layout,379,19,1,5,0,1,1,2,0,0,36,0,0,18,646
1541II,track_layout,385,19,1,6,0,2,2,3,0,0,36,0,0,18,646
1541II,track_layout,390,19,1,7,0,2,2,3,0,0,36,0,0,18,646
1541II,track_layout,396,19,2,0,1,0,0,1,0,0,37,0,0,18,646
1541II,track_layout,401,19,2,1,1,0,0,1,0,0,38,0,0,18,646
1541II,track_layout,406,19,2,2,0,1,1,1,0,0,38,0,0,18,646
1541II,track_layout,412,19,2,3,0,1,1,1,0,0,38,0,0,19,645
1541II,track_layout,417,19,2,4,0,1,1,2,1,1,38,0,0,19,645
1541II,track_layout,422,19,2,5,0,1,1,2,0,0,38,0,0,19,645
1541II,track_layout,428,19,2,6,0,2,2,3,0,0,38,0,0,19,645
1541II,track_layout,433,19,2,7,0,2,2,3,0,0,38,0,0,19,645
1541II,track_layout,439,19,3,0,1,0,0,1,0,0,39,0,0,19,645
1541II,track_layout,444,19,3,1,1,0,0,1,0,0,40,0,0,19,645
1541II,track_layout,449,19,3,2,0,1,1,1,0,0,40,0,0,19,645
1541II,track_layout,455,19,3,3,0,1,1,1,0,0,40,0,0,20,644
1541II,track_layout,460,19,3,4,0,1,1,2,1,1,40,0,0,20,644
1541II,track_layout,465,19,3,5,0,1,1,2,0,0,40,0,0,20,644
1541II,track_layout,471,19,3,6,0,2,2,3,0,0,40,0,0,20,644
1541II,track_layout,476,19,3,7,0,2,2,3,0,0,40,0,0,20,644
1541II,track_layout,482,19,4,0,1,0,0,1,0,0,41,0,0,20,644
1541II,track_layout,487,19,4,1,1,0,0,1,0,0,42,0,0,20,644
1541II,track_layout,492,19,4,2,0,1,1,1,0,0,42,0,0,20,644
1541II,track_layout,498,19,4,3,0,1,1,1,0,0,42,0,0,21,643
1541II,track_layout,503,19,4,4,0,1,1,2,1,1,42,0,0,21,643
1541II,track_layout,508,19,4,5,0,1,1,2,0,0,42,0,0,21,643
1541II,track_layout,514,19,4,6,0,2,2,3,0,0,42,0,0,21,643
1541II,track_layout,519,19,4,7,0,2,2,3,0,0,42,0,0,21,643
1541II,track_layout,525,19,5,0,1,0,0,1,0,0,43,0,0,21,643
1541II,track_layout,530,19,5,1,1,0,0,1,0,0,44,0,0,21,643
1541II,track_layout,535,19,5,2,0,1,1,1,0,0,44,0,0,21,643
1541II,track_layout,541,19,5,3,0,1,1,1,0,0,44,0,0,22,642
1541II,track_layout,546,19,5,4,0,1,1,2,1,1,44,0,0,22,642
1541II,track_layout,551,19,5,5,0,1,1,2,0,0,44,0,0,22,642
1541II,track_layout,557,19,5,6,0,2,2,3,0,0,44,0,0,22,642
1541II,track_layout,562,19,5,7,0,2,2,3,0,0,44,0,0,22,642
1541II,track_layout,568,19,6,0,1,0,0,1,0,0,45,0,0,22,642
1541II,track_layout,573,19,6,1,1,0,0,1,0,0,46,0,0,22,642
1541II,track_layout,578,19,6,2,0,1,1,1,0,0,46,0,0,22,642
1541II,track_layout,584,19,6,3,0,1,1,1,0,0,46,0,0,23,641
1541II,track_layout,589,19,6,4,0,1,1,2,1,1,46,0,0,23,641
1541II,track_layout,594,19,6,5,0,1,1,2,0,0,46,0,0,23,641
1541II,track_layout,600,19,6,6,0,2,2,3,0,0,46,0,0,23,641
1541II,track_layout,605,19,6,7,0,2,2,3,0,0,46,0,0,23,641
1541II,track_layout,611,19,7,0,1,0,0,1,0,0,47,0,0,23,641
1541II,track_layout,616,19,7,1,1,0,0,1,0,0,48,0,0,23,641
1541II,track_layout,621,19,7,2,0,1,1,1,0,0,48,0,0,23,641
1541II,track_layout,627,19,7,3,0,1,1,1,0,0,48,0,0,24,640
1541II,track_layout,632,19,7,4,0,1,1,2,1,1,48,0,0,24,640
1541II,track_layout,637,19,7,5,0,1,1,2,0,0,48,0,0,24,640
1541II,track_layout,643,19,7,6,0,2,2,3,0,0,48,0,0,24,640
1541II,track_layout,648,19,7,7,0,2,2,3,0,0,48,0,0,24,640
