rev,step,line,cycle,pixel,badline,sprite_dma,vsp,fld,irq
6569,57,48,17,5,0,0,1,1,0
6569,58,48,17,5,0,0,1,1,0
6569,59,48,17,6,0,0,1,1,0
6569,60,48,17,6,0,0,1,1,0
6569,61,48,17,7,0,0,1,1,0
6569,62,48,17,7,0,0,1,1,0
6569,63,48,18,0,0,0,1,1,0
6569,64,48,18,0,0,0,1,1,0
6569,65,48,18,1,0,0,1,1,0
6569,66,48,18,1,0,0,1,1,0
6569,67,48,18,2,0,0,1,1,0
6569,68,48,18,2,0,0,1,1,0
6569,69,48,18,3,0,0,1,1,0
6569,70,48,18,3,0,0,1,1,0
6569,71,48,18,4,0,0,1,1,0
6569,72,48,18,4,0,0,1,1,0
6569,73,48,18,5,0,0,1,1,0
6569,74,48,18,5,0,0,1,1,0
6569,75,48,18,6,0,0,1,1,0
6569,76,48,18,6,0,0,1,1,0
6569,77,48,18,7,0,0,1,1,0
6569,78,48,18,7,0,0,1,1,0
6569,79,48,19,0,0,0,1,1,0
6569,80,48,19,0,0,0,1,1,0
6569,81,48,19,1,0,0,1,1,0
6569,82,48,19,1,0,0,1,1,0
6569,83,48,19,2,0,0,1,1,0
6569,84,48,19,2,0,0,1,1,0
6569,85,48,19,3,0,0,1,1,0
6569,86,48,19,3,0,0,1,1,0
6569,87,48,19,4,0,0,1,1,0
6569,88,48,19,4,0,0,1,1,0
6569,89,48,19,5,0,0,1,1,0
6569,90,48,19,5,0,0,1,1,0
6569,91,48,19,6,0,0,1,1,0
6569,92,48,19,6,0,0,1,1,0
6569,93,48,19,7,0,0,1,1,0
6569,94,48,19,7,0,0,1,1,0
6569,95,48,20,0,0,0,1,1,0
6569,96,48,20,0,0,0,1,1,0
6569,97,48,20,1,0,0,1,1,0
6569,98,48,20,1,0,0,1,1,0
6569,99,48,20,2,0,0,1,1,0
6569,100,48,20,2,0,0,1,1,0
6569,101,48,20,3,0,0,1,1,0
6569,102,48,20,3,0,0,1,1,0
6569,103,48,20,4,0,0,1,1,0
6569,104,48,20,4,0,0,1,1,0
6569,105,48,20,5,0,0,1,1,0
6569,106,48,20,5,0,0,1,1,0
6569,107,48,20,6,0,0,1,1,0
6569,108,48,20,6,0,0,1,1,0
6569,109,48,20,7,0,0,1,1,0
6569,110,48,20,7,0,0,1,1,0
6569,111,48,21,0,0,0,1,1,0
6569,112,48,21,0,0,0,1,1,0
6569,113,48,21,1,0,0,1,1,0
6569,114,48,21,1,0,0,1,1,0
6569,115,48,21,2,0,0,1,1,0
6569,116,48,21,2,0,0,1,1,0
6569,117,48,21,3,0,0,1,1,0
6569,118,48,21,3,0,0,1,1,0
6569,119,48,21,4,0,0,1,1,0
6569,120,48,21,4,0,0,1,1,0
6569,121,48,21,5,0,0,1,1,0
6569,122,48,21,5,0,0,1,1,0
6569,123,48,21,6,0,0,1,1,0
6569,124,48,21,6,0,0,1,1,0
6569,125,48,21,7,0,0,1,1,0
6569,126,48,21,7,0,0,1,1,0
6569,127,48,22,0,0,0,1,1,0
6569,128,48,22,0,0,0,1,1,0
6569,129,48,22,1,0,0,1,1,0
6569,130,48,22,1,0,0,1,1,0
6569,131,48,22,2,0,0,1,1,0
6569,132,48,22,2,0,0,1,1,0
6569,133,48,22,3,0,0,1,1,0
6569,134,48,22,3,0,0,1,1,0
6569,135,48,22,4,0,0,1,1,0
6569,136,48,22,4,0,0,1,1,0
6569,137,48,22,5,0,0,1,1,0
6569,138,48,22,5,0,0,1,1,0
6569,139,48,22,6,0,0,1,1,0
6569,140,48,22,6,0,0,1,1,0
6569,141,48,22,7,0,0,1,1,0
6569,142,48,22,7,0,0,1,1,0
6569,143,48,23,0,0,0,1,1,0
6569,144,48,23,0,0,0,1,1,0
6569,145,48,23,1,0,0,1,1,0
6569,146,48,23,1,0,0,1,1,0
6569,147,48,23,2,0,0,1,1,0
6569,148,48,23,2,0,0,1,1,0
6569,149,48,23,3,0,0,1,1,0
6569,150,48,23,3,0,0,1,1,0
6569,151,48,23,4,0,0,1,1,0
6569,152,48,23,4,0,0,1,1,0
6569,153,48,23,5,0,0,1,1,0
6569,154,48,23,5,0,0,1,1,0
6569,155,48,23,6,0,0,1,1,0
6569,156,48,23,6,0,0,1,1,0
6569,157,48,23,7,0,0,1,1,0
6569,158,48,23,7,0,0,1,1,0
6569,159,48,24,0,0,0,1,1,0
6569,160,48,24,0,0,0,1,1,0
6569,161,48,24,1,0,0,1,1,0
6569,162,48,24,1,0,0,1,1,0
6569,163,48,24,2,0,0,1,1,0
6569,164,48,24,2,0,0,1,1,0
6569,165,48,24,3,0,0,1,1,0
6569,166,48,24,3,0,0,1,1,0
6569,167,48,24,4,0,0,1,1,0
6569,168,48,24,4,0,0,1,1,0
6569,169,48,24,5,0,0,1,1,0
6569,170,48,24,5,0,0,1,1,0
6569,171,48,24,6,0,0,1,1,0
6569,172,48,24,6,0,0,1,1,0
6569,173,48,24,7,0,0,1,1,0
6569,174,48,24,7,0,0,1,1,0
6569,175,48,25,0,0,0,1,1,0
6569,176,48,25,0,0,0,1,1,0
6569,177,48,25,1,0,0,1,1,0
6569,178,48,25,1,0,0,1,1,0
6569,179,48,25,2,0,0,1,1,0
6569,180,48,25,2,0,0,1,1,0
6569,181,48,25,3,0,0,1,1,0
6569,182,48,25,3,0,0,1,1,0
6569,183,48,25,4,0,0,1,1,0
6569,184,48,25,4,0,0,1,1,0
6569,185,48,25,5,0,0,1,1,0
6569,186,48,25,5,0,0,1,1,0
6569,187,48,25,6,0,0,1,1,0
6569,188,48,25,6,0,0,1,1,0
6569,189,48,25,7,0,0,1,1,0
6569,190,48,25,7,0,0,1,1,0
6569,191,48,26,0,0,0,1,1,0
6569,192,48,26,0,0,0,1,1,0
6569,193,48,26,1,0,0,1,1,0
6569,194,48,26,1,0,0,1,1,0
6569,195,48,26,2,0,0,1,1,0
6569,196,48,26,2,0,0,1,1,0
6569,197,48,26,3,0,0,1,1,0
6569,198,48,26,3,0,0,1,1,0
6569,199,48,26,4,0,0,1,1,0
6569,200,48,26,4,0,0,1,1,0
6569,201,48,26,5,0,0,1,1,0
6569,202,48,26,5,0,0,1,1,0
6569,203,48,26,6,0,0,1,1,0
6569,204,48,26,6,0,0,1,1,0
6569,205,48,26,7,0,0,1,1,0
6569,206,48,26,7,0,0,1,1,0
6569,207,48,27,0,0,0,1,1,0
6569,208,48,27,0,0,0,1,1,0
6569,209,48,27,1,0,0,1,1,0
6569,210,48,27,1,0,0,1,1,0
6569,211,48,27,2,0,0,1,1,0
6569,212,48,27,2,0,0,1,1,0
6569,213,48,27,3,0,0,1,1,0
6569,214,48,27,3,0,0,1,1,0
6569,215,48,27,4,0,0,1,1,0
6569,216,48,27,4,0,0,1,1,0
6569,217,48,27,5,0,0,1,1,0
6569,218,48,27,5,0,0,1,1,0
6569,219,48,27,6,0,0,1,1,0
6569,220,48,27,6,0,0,1,1,0
6569,221,48,27,7,0,0,1,1,0
6569,222,48,27,7,0,0,1,1,0
6569,223,48,28,0,0,0,1,1,0
6569R3,0,48,14,0,0,0,1,0,0
6569R3,1,48,14,1,0,0,1,0,0
6569R3,2,48,14,1,0,0,1,0,0
6569R3,3,48,14,2,0,0,1,0,0
6569R3,4,48,14,2,0,0,1,0,0
6569R3,5,48,14,3,0,0,1,0,0
6569R3,6,48,14,3,0,0,1,0,0
6569R3,7,48,14,4,0,0,1,0,0
6569R3,8,48,14,4,0,0,1,0,0
6569R3,9,48,14,5,0,0,1,0,0
6569R3,10,48,14,5,0,0,1,0,0
6569R3,11,48,14,6,0,0,1,0,0
6569R3,12,48,14,6,0,0,1,0,0
6569R3,13,48,14,7,0,0,1,0,0
6569R3,14,48,14,7,0,0,1,0,0
6569R3,15,48,15,0,0,0,1,0,0
6569R3,16,48,15,0,0,0,1,0,0
6569R3,17,48,15,1,0,0,1,1,0
6569R3,18,48,15,1,0,0,1,1,0
6569R3,19,48,15,2,0,0,1,1,0
6569R3,20,48,15,2,0,0,1,1,0
6569R3,21,48,15,3,0,0,1,1,0
6569R3,22,48,15,3,0,0,1,1,0
6569R3,23,48,15,4,0,0,1,1,0
6569R3,24,48,15,4,0,0,1,1,0
6569R3,25,48,15,5,0,0,1,1,0
6569R3,26,48,15,5,0,0,1,1,0
6569R3,27,48,15,6,0,0,1,1,0
6569R3,28,48,15,6,0,0,1,1,0
6569R3,29,48,15,7,0,0,1,1,0
6569R3,30,48,15,7,0,0,1,1,0
6569R3,31,48,16,0,0,0,1,1,0
6569R3,32,48,16,0,0,0,1,1,0
6569R3,33,48,16,1,0,0,1,1,0
6569R3,34,48,16,1,0,0,1,1,0
6569R3,35,48,16,2,0,0,1,1,0
6569R3,36,48,16,2,0,0,1,1,0
6569R3,37,48,16,3,0,0,1,1,0
6569R3,38,48,16,3,0,0,1,1,0
6569R3,39,48,16,4,0,0,1,1,0
6569R3,40,48,16,4,0,0,1,1,0
6569R3,41,48,16,5,0,0,1,1,0
6569R3,42,48,16,5,0,0,1,1,0
6569R3,43,48,16,6,0,0,1,1,0
6569R3,44,48,16,6,0,0,1,1,0
6569R3,45,48,16,7,0,0,1,1,0
6569R3,46,48,16,7,0,0,1,1,0
6569R3,47,48,17,0,0,0,1,1,0
6569R3,48,48,17,0,0,0,1,1,0
6569R3,49,48,17,1,0,0,1,1,0
6569R3,50,48,17,1,0,0,1,1,0
6569R3,51,48,17,2,0,0,1,1,0
6569R3,52,48,17,2,0,0,1,1,0
6569R3,53,48,17,3,0,0,1,1,0
6569R3,54,48,17,3,0,0,1,1,0
6569R3,55,48,17,4,0,0,1,1,0
6569R3,56,48,17,4,0,0,1,1,0
6569R3,57,48,17,5,0,0,1,1,0
6569R3,58,48,17,5,0,0,1,1,0
6569R3,59,48,17,6,0,0,1,1,0
6569R3,60,48,17,6,0,0,1,1,0
6569R3,61,48,17,7,0,0,1,1,0
6569R3,62,48,17,7,0,0,1,1,0
6569R3,63,48,18,0,0,0,1,1,0
6569R3,64,48,18,0,0,0,1,1,0
6569R3,65,48,18,1,0,0,1,1,0
6569R3,66,48,18,1,0,0,1,1,0
6569R3,67,48,18,2,0,0,1,1,0
6569R3,68,48,18,2,0,0,1,1,0
6569R3,69,48,18,3,0,0,1,1,0
6569R3,70,48,18,3,0,0,1,1,0
6569R3,71,48,18,4,0,0,1,1,0
6569R3,72,48,18,4,0,0,1,1,0
6569R3,73,48,18,5,0,0,1,1,0
6569R3,74,48,18,5,0,0,1,1,0
6569R3,75,48,18,6,0,0,1,1,0
6569R3,76,48,18,6,0,0,1,1,0
6569R3,77,48,18,7,0,0,1,1,0
6569R3,78,48,18,7,0,0,1,1,0
6569R3,79,48,19,0,0,0,1,1,0
6569R3,80,48,19,0,0,0,1,1,0
6569R3,81,48,19,1,0,0,1,1,0
6569R3,82,48,19,1,0,0,1,1,0
6569R3,83,48,19,2,0,0,1,1,0
6569R3,84,48,19,2,0,0,1,1,0
6569R3,85,48,19,3,0,0,1,1,0
6569R3,86,48,19,3,0,0,1,1,0
6569R3,87,48,19,4,0,0,1,1,0
6569R3,88,48,19,4,0,0,1,1,0
6569R3,89,48,19,5,0,0,1,1,0
6569R3,90,48,19,5,0,0,1,1,0
6569R3,91,48,19,6,0,0,1,1,0
6569R3,92,48,19,6,0,0,1,1,0
6569R3,93,48,19,7,0,0,1,1,0
6569R3,94,48,19,7,0,0,1,1,0
6569R3,95,48,20,0,0,0,1,1,0
6569R3,96,48,20,0,0,0,1,1,0
6569R3,97,48,20,1,0,0,1,1,0
6569R3,98,48,20,1,0,0,1,1,0
6569R3,99,48,20,2,0,0,1,1,0
6569R3,100,48,20,2,0,0,1,1,0
6569R3,101,48,20,3,0,0,1,1,0
6569R3,102,48,20,3,0,0,1,1,0
6569R3,103,48,20,4,0,0,1,1,0
6569R3,104,48,20,4,0,0,1,1,0
6569R3,105,48,20,5,0,0,1,1,0
6569R3,106,48,20,5,0,0,1,1,0
6569R3,107,48,20,6,0,0,1,1,0
6569R3,108,48,20,6,0,0,1,1,0
6569R3,109,48,20,7,0,0,1,1,0
6569R3,110,48,20,7,0,0,1,1,0
6569R3,111,48,21,0,0,0,1,1,0
6569R3,112,48,21,0,0,0,1,1,0
6569R3,113,48,21,1,0,0,1,1,0
6569R3,114,48,21,1,0,0,1,1,0
6569R3,115,48,21,2,0,0,1,1,0
6569R3,116,48,21,2,0,0,1,1,0
6569R3,117,48,21,3,0,0,1,1,0
6569R3,118,48,21,3,0,0,1,1,0
6569R3,119,48,21,4,0,0,1,1,0
6569R3,120,48,21,4,0,0,1,1,0
6569R3,121,48,21,5,0,0,1,1,0
6569R3,122,48,21,5,0,0,1,1,0
6569R3,123,48,21,6,0,0,1,1,0
6569R3,124,48,21,6,0,0,1,1,0
6569R3,125,48,21,7,0,0,1,1,0
6569R3,126,48,21,7,0,0,1,1,0
6569R3,127,48,22,0,0,0,1,1,0
6569R3,128,48,22,0,0,0,1,1,0
6569R3,129,48,22,1,0,0,1,1,0
6569R3,130,48,22,1,0,0,1,1,0
6569R3,131,48,22,2,0,0,1,1,0
6569R3,132,48,22,2,0,0,1,1,0
6569R3,133,48,22,3,0,0,1,1,0
6569R3,134,48,22,3,0,0,1,1,0
6569R3,135,48,22,4,0,0,1,1,0
6569R3,136,48,22,4,0,0,1,1,0
6569R3,137,48,22,5,0,0,1,1,0
6569R3,138,48,22,5,0,0,1,1,0
6569R3,139,48,22,6,0,0,1,1,0
6569R3,140,48,22,6,0,0,1,1,0
6569R3,141,48,22,7,0,0,1,1,0
6569R3,142,48,22,7,0,0,1,1,0
6569R3,143,48,23,0,0,0,1,1,0
6569R3,144,48,23,0,0,0,1,1,0
6569R3,145,48,23,1,0,0,1,1,0
6569R3,146,48,23,1,0,0,1,1,0
6569R3,147,48,23,2,0,0,1,1,0
6569R3,148,48,23,2,0,0,1,1,0
6569R3,149,48,23,3,0,0,1,1,0
6569R3,150,48,23,3,0,0,1,1,0
6569R3,151,48,23,4,0,0,1,1,0
6569R3,152,48,23,4,0,0,1,1,0
6569R3,153,48,23,5,0,0,1,1,0
6569R3,154,48,23,5,0,0,1,1,0
6569R3,155,48,23,6,0,0,1,1,0
6569R3,156,48,23,6,0,0,1,1,0
6569R3,157,48,23,7,0,0,1,1,0
6569R3,158,48,23,7,0,0,1,1,0
6569R3,159,48,24,0,0,0,1,1,0
6569R3,160,48,24,0,0,0,1,1,0
6569R3,161,48,24,1,0,0,1,1,0
6569R3,162,48,24,1,0,0,1,1,0
6569R3,163,48,24,2,0,0,1,1,0
6569R3,164,48,24,2,0,0,1,1,0
6569R3,165,48,24,3,0,0,1,1,0
6569R3,166,48,24,3,0,0,1,1,0
6569R3,167,48,24,4,0,0,1,1,0
6569R3,168,48,24,4,0,0,1,1,0
6569R3,169,48,24,5,0,0,1,1,0
6569R3,170,48,24,5,0,0,1,1,0
6569R3,171,48,24,6,0,0,1,1,0
6569R3,172,48,24,6,0,0,1,1,0
6569R3,173,48,24,7,0,0,1,1,0
6569R3,174,48,24,7,0,0,1,1,0
6569R3,175,48,25,0,0,0,1,1,0
6569R3,176,48,25,0,0,0,1,1,0
6569R3,177,48,25,1,0,0,1,1,0
6569R3,178,48,25,1,0,0,1,1,0
6569R3,179,48,25,2,0,0,1,1,0
6569R3,180,48,25,2,0,0,1,1,0
6569R3,181,48,25,3,0,0,1,1,0
6569R3,182,48,25,3,0,0,1,1,0
6569R3,183,48,25,4,0,0,1,1,0
6569R3,184,48,25,4,0,0,1,1,0
6569R3,185,48,25,5,0,0,1,1,0
6569R3,186,48,25,5,0,0,1,1,0
6569R3,187,48,25,6,0,0,1,1,0
6569R3,188,48,25,6,0,0,1,1,0
6569R3,189,48,25,7,0,0,1,1,0
6569R3,190,48,25,7,0,0,1,1,0
6569R3,191,48,26,0,0,0,1,1,0
6569R3,192,48,26,0,0,0,1,1,0
6569R3,193,48,26,1,0,0,1,1,0
6569R3,194,48,26,1,0,0,1,1,0
6569R3,195,48,26,2,0,0,1,1,0
6569R3,196,48,26,2,0,0,1,1,0
6569R3,197,48,26,3,0,0,1,1,0
6569R3,198,48,26,3,0,0,1,1,0
6569R3,199,48,26,4,0,0,1,1,0
6569R3,200,48,26,4,0,0,1,1,0
6569R3,201,48,26,5,0,0,1,1,0
6569R3,202,48,26,5,0,0,1,1,0
6569R3,203,48,26,6,0,0,1,1,0
6569R3,204,48,26,6,0,0,1,1,0
6569R3,205,48,26,7,0,0,1,1,0
6569R3,206,48,26,7,0,0,1,1,0
6569R3,207,48,27,0,0,0,1,1,0
6569R3,208,48,27,0,0,0,1,1,0
6569R3,209,48,27,1,0,0,1,1,0
6569R3,210,48,27,1,0,0,1,1,0
6569R3,211,48,27,2,0,0,1,1,0
6569R3,212,48,27,2,0,0,1,1,0
6569R3,213,48,27,3,0,0,1,1,0
6569R3,214,48,27,3,0,0,1,1,0
6569R3,215,48,27,4,0,0,1,1,0
6569R3,216,48,27,4,0,0,1,1,0
6569R3,217,48,27,5,0,0,1,1,0
6569R3,218,48,27,5,0,0,1,1,0
6569R3,219,48,27,6,0,0,1,1,0
6569R3,220,48,27,6,0,0,1,1,0
6569R3,221,48,27,7,0,0,1,1,0
6569R3,222,48,27,7,0,0,1,1,0
6569R3,223,48,28,0,0,0,1,1,0
8565,0,48,15,0,1,0,0,1,0
8565,1,48,15,1,1,0,0,1,0
8565,2,48,15,1,1,0,0,1,0
8565,3,48,15,2,1,0,0,1,0
8565,4,48,15,2,1,0,0,1,0
8565,5,48,15,3,1,0,0,1,0
8565,6,48,15,3,1,0,0,1,0
8565,7,48,15,4,1,0,0,1,0
8565,8,48,15,4,1,0,0,1,0
8565,9,48,15,5,1,0,0,1,0
8565,10,48,15,5,1,0,0,1,0
8565,11,48,15,6,1,0,0,1,0
8565,12,48,15,6,1,0,0,1,0
8565,13,48,15,7,1,0,0,1,0
8565,14,48,15,7,1,0,0,1,0
8565,15,48,16,0,1,0,0,1,0
8565,16,48,16,0,1,0,0,1,0
8565,17,48,16,1,1,0,0,1,0
8565,18,48,16,1,1,0,0,1,0
8565,19,48,16,2,1,0,0,1,0
8565,20,48,16,2,1,0,0,1,0
8565,21,48,16,3,1,0,0,1,0
8565,22,48,16,3,1,0,0,1,0
8565,23,48,16,4,1,0,0,1,0
8565,24,48,16,4,1,0,0,1,0
8565,25,48,16,5,1,0,0,1,0
8565,26,48,16,5,1,0,0,1,0
8565,27,48,16,6,1,0,0,1,0
8565,28,48,16,6,1,0,0,1,0
8565,29,48,16,7,1,0,0,1,0
8565,30,48,16,7,1,0,0,1,0
8565,31,48,17,0,1,0,0,1,0
8565,32,48,17,0,1,0,0,1,0
8565,33,48,17,1,1,0,0,1,0
8565,34,48,17,1,1,0,0,1,0
8565,35,48,17,2,1,0,0,1,0
8565,36,48,17,2,1,0,0,1,0
8565,37,48,17,3,1,0,0,1,0
8565,38,48,17,3,1,0,0,1,0
8565,39,48,17,4,1,0,0,1,0
8565,40,48,17,4,1,0,0,1,0
8565,41,48,17,5,1,0,0,1,0
8565,42,48,17,5,1,0,0,1,0
8565,43,48,17,6,1,0,0,1,0
8565,44,48,17,6,1,0,0,1,0
8565,45,48,17,7,1,0,0,1,0
8565,46,48,17,7,1,0,0,1,0
8565,47,48,18,0,1,0,0,1,0
8565,48,48,18,0,1,0,0,1,0
8565,49,48,18,1,1,0,0,1,0
8565,50,48,18,1,1,0,0,1,0
8565,51,48,18,2,1,0,0,1,0
8565,52,48,18,2,1,0,0,1,0
8565,53,48,18,3,1,0,0,1,0
8565,54,48,18,3,1,0,0,1,0
8565,55,48,18,4,1,0,0,1,0
8565,56,48,18,4,1,0,0,1,0
8565,57,48,18,5,1,0,0,1,0
8565,58,48,18,5,1,0,0,1,0
8565,59,48,18,6,1,0,0,1,0
8565,60,48,18,6,1,0,0,1,0
8565,61,48,18,7,1,0,0,1,0
8565,62,48,18,7,1,0,0,1,0
8565,63,48,19,0,1,0,0,1,0
8565,64,48,19,0,1,0,0,1,0
8565,65,48,19,1,1,0,0,1,0
8565,66,48,19,1,1,0,0,1,0
8565,67,48,19,2,1,0,0,1,0
8565,68,48,19,2,1,0,0,1,0
8565,69,48,19,3,1,0,0,1,0
8565,70,48,19,3,1,0,0,1,0
8565,71,48,19,4,1,0,0,1,0
8565,72,48,19,4,1,0,0,1,0
8565,73,48,19,5,1,0,0,1,0
8565,74,48,19,5,1,0,0,1,0
8565,75,48,19,6,1,0,0,1,0
8565,76,48,19,6,1,0,0,1,0
8565,77,48,19,7,1,0,0,1,0
8565,78,48,19,7,1,0,0,1,0
8565,79,48,20,0,1,0,0,1,0
8565,80,48,20,0,1,0,0,1,0
8565,81,48,20,1,1,0,0,1,0
8565,82,48,20,1,1,0,0,1,0
8565,83,48,20,2,1,0,0,1,0
8565,84,48,20,2,1,0,0,1,0
8565,85,48,20,3,1,0,0,1,0
8565,86,48,20,3,1,0,0,1,0
8565,87,48,20,4,1,0,0,1,0
8565,88,48,20,4,1,0,0,1,0
8565,89,48,20,5,1,0,0,1,0
8565,90,48,20,5,1,0,0,1,0
8565,91,48,20,6,1,0,0,1,0
8565,92,48,20,6,1,0,0,1,0
8565,93,48,20,7,1,0,0,1,0
8565,94,48,20,7,1,0,0,1,0
8565,95,48,21,0,1,0,0,1,0
8565,96,48,21,0,1,0,0,1,0
8565,97,48,21,1,1,0,0,1,0
8565,98,48,21,1,1,0,0,1,0
8565,99,48,21,2,1,0,0,1,0
8565,100,48,21,2,1,0,0,1,0
8565,101,48,21,3,1,0,0,1,0
8565,102,48,21,3,1,0,0,1,0
8565,103,48,21,4,1,0,0,1,0
8565,104,48,21,4,1,0,0,1,0
8565,105,48,21,5,1,0,0,1,0
8565,106,48,21,5,1,0,0,1,0
8565,107,48,21,6,1,0,0,1,0
8565,108,48,21,6,1,0,0,1,0
8565,109,48,21,7,1,0,0,1,0
8565,110,48,21,7,1,0,0,1,0
8565,111,48,22,0,1,0,0,1,0
8565,112,48,22,0,1,0,0,1,0
8565,113,48,22,1,1,0,0,1,0
8565,114,48,22,1,1,0,0,1,0
8565,115,48,22,2,1,0,0,1,0
8565,116,48,22,2,1,0,0,1,0
8565,117,48,22,3,1,0,0,1,0
8565,118,48,22,3,1,0,0,1,0
8565,119,48,22,4,1,0,0,1,0
8565,120,48,22,4,1,0,0,1,0
8565,121,48,22,5,1,0,0,1,0
8565,122,48,22,5,1,0,0,1,0
8565,123,48,22,6,1,0,0,1,0
8565,124,48,22,6,1,0,0,1,0
8565,125,48,22,7,1,0,0,1,0
8565,126,48,22,7,1,0,0,1,0
8565,127,48,23,0,1,0,0,1,0
8565,128,48,23,0,1,0,0,1,0
8565,129,48,23,1,1,0,0,1,0
8565,130,48,23,1,1,0,0,1,0
8565,131,48,23,2,1,0,0,1,0
8565,132,48,23,2,1,0,0,1,0
8565,133,48,23,3,1,0,0,1,0
8565,134,48,23,3,1,0,0,1,0
8565,135,48,23,4,1,0,0,1,0
8565,136,48,23,4,1,0,0,1,0
8565,137,48,23,5,1,0,0,1,0
8565,138,48,23,5,1,0,0,1,0
8565,139,48,23,6,1,0,0,1,0
8565,140,48,23,6,1,0,0,1,0
8565,141,48,23,7,1,0,0,1,0
8565,142,48,23,7,1,0,0,1,0
8565,143,48,24,0,1,0,0,1,0
8565,144,48,24,0,1,0,0,1,0
8565,145,48,24,1,1,0,0,1,0
8565,146,48,24,1,1,0,0,1,0
8565,147,48,24,2,1,0,0,1,0
8565,148,48,24,2,1,0,0,1,0
8565,149,48,24,3,1,0,0,1,0
8565,150,48,24,3,1,0,0,1,0
8565,151,48,24,4,1,0,0,1,0
8565,152,48,24,4,1,0,0,1,0
8565,153,48,24,5,1,0,0,1,0
8565,154,48,24,5,1,0,0,1,0
8565,155,48,24,6,1,0,0,1,0
8565,156,48,24,6,1,0,0,1,0
8565,157,48,24,7,1,0,0,1,0
8565,158,48,24,7,1,0,0,1,0
8565,159,48,25,0,1,0,0,1,0
8565,160,48,25,0,1,0,0,1,0
8565,161,48,25,1,1,0,0,1,0
8565,162,48,25,1,1,0,0,1,0
8565,163,48,25,2,1,0,0,1,0
8565,164,48,25,2,1,0,0,1,0
8565,165,48,25,3,1,0,0,1,0
8565,166,48,25,3,1,0,0,1,0
8565,167,48,25,4,1,0,0,1,0
8565,168,48,25,4,1,0,0,1,0
8565,169,48,25,5,1,0,0,1,0
8565,170,48,25,5,1,0,0,1,0
8565,171,48,25,6,1,0,0,1,0
8565,172,48,25,6,1,0,0,1,0
8565,173,48,25,7,1,0,0,1,0
8565,174,48,25,7,1,0,0,1,0
8565,175,48,26,0,1,0,0,1,0
8565,176,48,26,0,1,0,0,1,0
8565,177,48,26,1,1,0,0,1,0
8565,178,48,26,1,1,0,0,1,0
8565,179,48,26,2,1,0,0,1,0
8565,180,48,26,2,1,0,0,1,0
8565,181,48,26,3,1,0,0,1,0
8565,182,48,26,3,1,0,0,1,0
8565,183,48,26,4,1,0,0,1,0
8565,184,48,26,4,1,0,0,1,0
8565,185,48,26,5,1,0,0,1,0
8565,186,48,26,5,1,0,0,1,0
8565,187,48,26,6,1,0,0,1,0
8565,188,48,26,6,1,0,0,1,0
8565,189,48,26,7,1,0,0,1,0
8565,190,48,26,7,1,0,0,1,0
8565,191,48,27,0,1,0,0,1,0
8565,192,48,27,0,1,0,0,1,0
