rev,step,line,cycle,pixel,badline,sprite_dma,vsp,fld,irq
8565,193,48,27,1,1,0,0,1,0
8565,194,48,27,1,1,0,0,1,0
8565,195,48,27,2,1,0,0,1,0
8565,196,48,27,2,1,0,0,1,0
8565,197,48,27,3,1,0,0,1,0
8565,198,48,27,3,1,0,0,1,0
8565,199,48,27,4,1,0,0,1,0
8565,200,48,27,4,1,0,0,1,0
8565,201,48,27,5,1,0,0,1,0
8565,202,48,27,5,1,0,0,1,0
8565,203,48,27,6,1,0,0,1,0
8565,204,48,27,6,1,0,0,1,0
8565,205,48,27,7,1,0,0,1,0
8565,206,48,27,7,1,0,0,1,0
8565,207,48,28,0,1,0,0,1,0
8565,208,48,28,0,1,0,0,1,0
8565,209,48,28,1,1,0,0,1,0
8565,210,48,28,1,1,0,0,1,0
8565,211,48,28,2,1,0,0,1,0
8565,212,48,28,2,1,0,0,1,0
8565,213,48,28,3,1,0,0,1,0
8565,214,48,28,3,1,0,0,1,0
8565,215,48,28,4,1,0,0,1,0
8565,216,48,28,4,1,0,0,1,0
8565,217,48,28,5,1,0,0,1,0
8565,218,48,28,5,1,0,0,1,0
8565,219,48,28,6,1,0,0,1,0
8565,220,48,28,6,1,0,0,1,0
8565,221,48,28,7,1,0,0,1,0
8565,222,48,28,7,1,0,0,1,0
8565,223,48,29,0,1,0,0,1,0
8565R2,0,48,15,0,1,0,0,1,0
8565R2,1,48,15,1,1,0,0,1,0
8565R2,2,48,15,1,1,0,0,1,0
8565R2,3,48,15,2,1,0,0,1,0
8565R2,4,48,15,2,1,0,0,1,0
8565R2,5,48,15,3,1,0,0,1,0
8565R2,6,48,15,3,1,0,0,1,0
8565R2,7,48,15,4,1,0,0,1,0
8565R2,8,48,15,4,1,0,0,1,0
8565R2,9,48,15,5,1,0,0,1,0
8565R2,10,48,15,5,1,0,0,1,0
8565R2,11,48,15,6,1,0,0,1,0
8565R2,12,48,15,6,1,0,0,1,0
8565R2,13,48,15,7,1,0,0,1,0
8565R2,14,48,15,7,1,0,0,1,0
8565R2,15,48,16,0,1,0,0,1,0
8565R2,16,48,16,0,1,0,0,1,0
8565R2,17,48,16,1,1,0,0,1,0
8565R2,18,48,16,1,1,0,0,1,0
8565R2,19,48,16,2,1,0,0,1,0
8565R2,20,48,16,2,1,0,0,1,0
8565R2,21,48,16,3,1,0,0,1,0
8565R2,22,48,16,3,1,0,0,1,0
8565R2,23,48,16,4,1,0,0,1,0
8565R2,24,48,16,4,1,0,0,1,0
8565R2,25,48,16,5,1,0,0,1,0
8565R2,26,48,16,5,1,0,0,1,0
8565R2,27,48,16,6,1,0,0,1,0
8565R2,28,48,16,6,1,0,0,1,0
8565R2,29,48,16,7,1,0,0,1,0
8565R2,30,48,16,7,1,0,0,1,0
8565R2,31,48,17,0,1,0,0,1,0
8565R2,32,48,17,0,1,0,0,1,0
8565R2,33,48,17,1,1,0,0,1,0
8565R2,34,48,17,1,1,0,0,1,0
8565R2,35,48,17,2,1,0,0,1,0
8565R2,36,48,17,2,1,0,0,1,0
8565R2,37,48,17,3,1,0,0,1,0
8565R2,38,48,17,3,1,0,0,1,0
8565R2,39,48,17,4,1,0,0,1,0
8565R2,40,48,17,4,1,0,0,1,0
8565R2,41,48,17,5,1,0,0,1,0
8565R2,42,48,17,5,1,0,0,1,0
8565R2,43,48,17,6,1,0,0,1,0
8565R2,44,48,17,6,1,0,0,1,0
8565R2,45,48,17,7,1,0,0,1,0
8565R2,46,48,17,7,1,0,0,1,0
8565R2,47,48,18,0,1,0,0,1,0
8565R2,48,48,18,0,1,0,0,1,0
8565R2,49,48,18,1,1,0,0,1,0
8565R2,50,48,18,1,1,0,0,1,0
8565R2,51,48,18,2,1,0,0,1,0
8565R2,52,48,18,2,1,0,0,1,0
8565R2,53,48,18,3,1,0,0,1,0
8565R2,54,48,18,3,1,0,0,1,0
8565R2,55,48,18,4,1,0,0,1,0
8565R2,56,48,18,4,1,0,0,1,0
8565R2,57,48,18,5,1,0,0,1,0
8565R2,58,48,18,5,1,0,0,1,0
8565R2,59,48,18,6,1,0,0,1,0
8565R2,60,48,18,6,1,0,0,1,0
8565R2,61,48,18,7,1,0,0,1,0
8565R2,62,48,18,7,1,0,0,1,0
8565R2,63,48,19,0,1,0,0,1,0
8565R2,64,48,19,0,1,0,0,1,0
8565R2,65,48,19,1,1,0,0,1,0
8565R2,66,48,19,1,1,0,0,1,0
8565R2,67,48,19,2,1,0,0,1,0
8565R2,68,48,19,2,1,0,0,1,0
8565R2,69,48,19,3,1,0,0,1,0
8565R2,70,48,19,3,1,0,0,1,0
8565R2,71,48,19,4,1,0,0,1,0
8565R2,72,48,19,4,1,0,0,1,0
8565R2,73,48,19,5,1,0,0,1,0
8565R2,74,48,19,5,1,0,0,1,0
8565R2,75,48,19,6,1,0,0,1,0
8565R2,76,48,19,6,1,0,0,1,0
8565R2,77,48,19,7,1,0,0,1,0
8565R2,78,48,19,7,1,0,0,1,0
8565R2,79,48,20,0,1,0,0,1,0
8565R2,80,48,20,0,1,0,0,1,0
8565R2,81,48,20,1,1,0,0,1,0
8565R2,82,48,20,1,1,0,0,1,0
8565R2,83,48,20,2,1,0,0,1,0
8565R2,84,48,20,2,1,0,0,1,0
8565R2,85,48,20,3,1,0,0,1,0
8565R2,86,48,20,3,1,0,0,1,0
8565R2,87,48,20,4,1,0,0,1,0
8565R2,88,48,20,4,1,0,0,1,0
8565R2,89,48,20,5,1,0,0,1,0
8565R2,90,48,20,5,1,0,0,1,0
8565R2,91,48,20,6,1,0,0,1,0
8565R2,92,48,20,6,1,0,0,1,0
8565R2,93,48,20,7,1,0,0,1,0
8565R2,94,48,20,7,1,0,0,1,0
8565R2,95,48,21,0,1,0,0,1,0
8565R2,96,48,21,0,1,0,0,1,0
8565R2,97,48,21,1,1,0,0,1,0
8565R2,98,48,21,1,1,0,0,1,0
8565R2,99,48,21,2,1,0,0,1,0
8565R2,100,48,21,2,1,0,0,1,0
8565R2,101,48,21,3,1,0,0,1,0
8565R2,102,48,21,3,1,0,0,1,0
8565R2,103,48,21,4,1,0,0,1,0
8565R2,104,48,21,4,1,0,0,1,0
8565R2,105,48,21,5,1,0,0,1,0
8565R2,106,48,21,5,1,0,0,1,0
8565R2,107,48,21,6,1,0,0,1,0
8565R2,108,48,21,6,1,0,0,1,0
8565R2,109,48,21,7,1,0,0,1,0
8565R2,110,48,21,7,1,0,0,1,0
8565R2,111,48,22,0,1,0,0,1,0
8565R2,112,48,22,0,1,0,0,1,0
8565R2,113,48,22,1,1,0,0,1,0
8565R2,114,48,22,1,1,0,0,1,0
8565R2,115,48,22,2,1,0,0,1,0
8565R2,116,48,22,2,1,0,0,1,0
8565R2,117,48,22,3,1,0,0,1,0
8565R2,118,48,22,3,1,0,0,1,0
8565R2,119,48,22,4,1,0,0,1,0
8565R2,120,48,22,4,1,0,0,1,0
8565R2,121,48,22,5,1,0,0,1,0
8565R2,122,48,22,5,1,0,0,1,0
8565R2,123,48,22,6,1,0,0,1,0
8565R2,124,48,22,6,1,0,0,1,0
8565R2,125,48,22,7,1,0,0,1,0
8565R2,126,48,22,7,1,0,0,1,0
8565R2,127,48,23,0,1,0,0,1,0
8565R2,128,48,23,0,1,0,0,1,0
8565R2,129,48,23,1,1,0,0,1,0
8565R2,130,48,23,1,1,0,0,1,0
8565R2,131,48,23,2,1,0,0,1,0
8565R2,132,48,23,2,1,0,0,1,0
8565R2,133,48,23,3,1,0,0,1,0
8565R2,134,48,23,3,1,0,0,1,0
8565R2,135,48,23,4,1,0,0,1,0
8565R2,136,48,23,4,1,0,0,1,0
8565R2,137,48,23,5,1,0,0,1,0
8565R2,138,48,23,5,1,0,0,1,0
8565R2,139,48,23,6,1,0,0,1,0
8565R2,140,48,23,6,1,0,0,1,0
8565R2,141,48,23,7,1,0,0,1,0
8565R2,142,48,23,7,1,0,0,1,0
8565R2,143,48,24,0,1,0,0,1,0
8565R2,144,48,24,0,1,0,0,1,0
8565R2,145,48,24,1,1,0,0,1,0
8565R2,146,48,24,1,1,0,0,1,0
8565R2,147,48,24,2,1,0,0,1,0
8565R2,148,48,24,2,1,0,0,1,0
8565R2,149,48,24,3,1,0,0,1,0
8565R2,150,48,24,3,1,0,0,1,0
8565R2,151,48,24,4,1,0,0,1,0
8565R2,152,48,24,4,1,0,0,1,0
8565R2,153,48,24,5,1,0,0,1,0
8565R2,154,48,24,5,1,0,0,1,0
8565R2,155,48,24,6,1,0,0,1,0
8565R2,156,48,24,6,1,0,0,1,0
8565R2,157,48,24,7,1,0,0,1,0
8565R2,158,48,24,7,1,0,0,1,0
8565R2,159,48,25,0,1,0,0,1,0
8565R2,160,48,25,0,1,0,0,1,0
8565R2,161,48,25,1,1,0,0,1,0
8565R2,162,48,25,1,1,0,0,1,0
8565R2,163,48,25,2,1,0,0,1,0
8565R2,164,48,25,2,1,0,0,1,0
8565R2,165,48,25,3,1,0,0,1,0
8565R2,166,48,25,3,1,0,0,1,0
8565R2,167,48,25,4,1,0,0,1,0
8565R2,168,48,25,4,1,0,0,1,0
8565R2,169,48,25,5,1,0,0,1,0
8565R2,170,48,25,5,1,0,0,1,0
8565R2,171,48,25,6,1,0,0,1,0
8565R2,172,48,25,6,1,0,0,1,0
8565R2,173,48,25,7,1,0,0,1,0
8565R2,174,48,25,7,1,0,0,1,0
8565R2,175,48,26,0,1,0,0,1,0
8565R2,176,48,26,0,1,0,0,1,0
8565R2,177,48,26,1,1,0,0,1,0
8565R2,178,48,26,1,1,0,0,1,0
8565R2,179,48,26,2,1,0,0,1,0
8565R2,180,48,26,2,1,0,0,1,0
8565R2,181,48,26,3,1,0,0,1,0
8565R2,182,48,26,3,1,0,0,1,0
8565R2,183,48,26,4,1,0,0,1,0
8565R2,184,48,26,4,1,0,0,1,0
8565R2,185,48,26,5,1,0,0,1,0
8565R2,186,48,26,5,1,0,0,1,0
8565R2,187,48,26,6,1,0,0,1,0
8565R2,188,48,26,6,1,0,0,1,0
8565R2,189,48,26,7,1,0,0,1,0
8565R2,190,48,26,7,1,0,0,1,0
8565R2,191,48,27,0,1,0,0,1,0
8565R2,192,48,27,0,1,0,0,1,0
8565R2,193,48,27,1,1,0,0,1,0
8565R2,194,48,27,1,1,0,0,1,0
8565R2,195,48,27,2,1,0,0,1,0
8565R2,196,48,27,2,1,0,0,1,0
8565R2,197,48,27,3,1,0,0,1,0
8565R2,198,48,27,3,1,0,0,1,0
8565R2,199,48,27,4,1,0,0,1,0
8565R2,200,48,27,4,1,0,0,1,0
8565R2,201,48,27,5,1,0,0,1,0
8565R2,202,48,27,5,1,0,0,1,0
8565R2,203,48,27,6,1,0,0,1,0
8565R2,204,48,27,6,1,0,0,1,0
8565R2,205,48,27,7,1,0,0,1,0
8565R2,206,48,27,7,1,0,0,1,0
8565R2,207,48,28,0,1,0,0,1,0
8565R2,208,48,28,0,1,0,0,1,0
8565R2,209,48,28,1,1,0,0,1,0
8565R2,210,48,28,1,1,0,0,1,0
8565R2,211,48,28,2,1,0,0,1,0
8565R2,212,48,28,2,1,0,0,1,0
8565R2,213,48,28,3,1,0,0,1,0
8565R2,214,48,28,3,1,0,0,1,0
8565R2,215,48,28,4,1,0,0,1,0
8565R2,216,48,28,4,1,0,0,1,0
8565R2,217,48,28,5,1,0,0,1,0
8565R2,218,48,28,5,1,0,0,1,0
8565R2,219,48,28,6,1,0,0,1,0
8565R2,220,48,28,6,1,0,0,1,0
8565R2,221,48,28,7,1,0,0,1,0
8565R2,222,48,28,7,1,0,0,1,0
8565R2,223,48,29,0,1,0,0,1,0
