rev,phase,rotation_tick,flux_file,side1,weak_halftrack_observed,syncloss_recovered,loader_timing_parity_runs,loader_timing_parity_mismatches,flux_behavior_pass,flux_samples,weak_halftrack_observed_rows,syncloss_recovery_rows,loader_timing_parity_runs_rows,loader_timing_parity_mismatch_rows,flux_behavior_pass_rows,w81_flux_samples,w81_weak_halftrack_observed_rows,w81_syncloss_recovery_rows,w81_loader_timing_parity_runs,w81_loader_timing_parity_mismatch_rows,w81_flux_behavior_pass_rows
1541II,flux_behavior,4892,_78.1.raw,1,1,0,3,0,1,158,106,18,474,0,158,158,106,18,474,0,158
1541II,flux_behavior,4924,_79.0.raw,0,0,0,3,0,1,159,106,18,477,0,159,159,106,18,477,0,159
1541II,flux_behavior,4957,_79.1.raw,1,1,0,3,0,1,160,107,18,480,0,160,160,107,18,480,0,160
1541II,flux_behavior,4991,_80.0.raw,0,0,0,3,0,1,161,107,18,483,0,161,161,107,18,483,0,161
1541II,flux_behavior,5019,_80.1.raw,1,1,0,3,0,1,162,108,18,486,0,162,162,108,18,486,0,162
1541II,flux_behavior,5048,_81.0.raw,0,1,1,3,0,1,163,109,19,489,0,163,163,109,19,489,0,163
1541II,flux_behavior,5078,_81.1.raw,1,1,0,3,0,1,164,110,19,492,0,164,164,110,19,492,0,164
1541II,flux_behavior,5109,_82.0.raw,0,0,0,3,0,1,165,110,19,495,0,165,165,110,19,495,0,165
1541II,flux_behavior,5141,_82.1.raw,1,1,0,3,0,1,166,111,19,498,0,166,166,111,19,498,0,166
1541II,flux_behavior,5174,_83.0.raw,0,0,0,3,0,1,167,111,19,501,0,167,167,111,19,501,0,167
1541II,flux_behavior,5208,_83.1.raw,1,1,0,3,0,1,168,112,19,504,0,168,168,112,19,504,0,168
