rev,step,tod10,serial_bits,icr,t1_underflow,rx_bytes,tx_bytes
6526,124,9,0,145,12,0,0
6526,125,9,0,145,12,0,0
6526,126,9,0,145,12,0,0
6526,127,9,0,145,12,0,0
6526,128,9,0,145,13,0,0
6526,129,9,0,145,13,0,0
6526,130,9,0,145,13,0,0
6526,131,9,0,145,13,0,0
6526,132,9,0,145,13,0,0
6526,133,9,0,145,13,0,0
6526,134,9,0,145,13,0,0
6526,135,9,0,145,13,0,0
6526,136,9,0,145,13,0,0
6526,137,9,0,145,13,0,0
6526,138,9,0,145,14,0,0
6526,139,9,0,145,14,0,0
6526,140,9,0,145,14,0,0
6526,141,9,0,145,14,0,0
6526,142,9,0,145,14,0,0
6526,143,9,0,145,14,0,0
6526,144,9,0,145,14,0,0
6526,145,9,0,145,14,0,0
6526,146,9,0,145,14,0,0
6526,147,9,0,145,14,0,0
6526,148,9,0,145,15,0,0
6526,149,9,0,145,15,0,0
6526,150,9,0,145,15,0,0
6526,151,9,0,145,15,0,0
6526,152,9,0,145,15,0,0
6526,153,9,0,145,15,0,0
6526,154,9,0,145,15,0,0
6526,155,9,0,145,15,0,0
6526,156,9,0,145,15,0,0
6526,157,9,0,145,15,0,0
6526,158,9,0,145,16,0,0
6526,159,9,0,145,16,0,0
6526,160,9,0,145,16,0,0
6526,161,9,0,145,16,0,0
6526,162,9,0,145,16,0,0
6526,163,9,0,145,16,0,0
6526,164,9,0,145,16,0,0
6526,165,9,0,145,16,0,0
6526,166,9,0,145,16,0,0
6526,167,9,0,145,16,0,0
6526,168,9,0,145,17,0,0
6526,169,9,0,145,17,0,0
6526,170,9,0,145,17,0,0
6526,171,9,0,145,17,0,0
6526,172,9,0,145,17,0,0
6526,173,9,0,145,17,0,0
6526,174,9,0,145,17,0,0
6526,175,9,0,145,17,0,0
6526,176,9,0,145,17,0,0
6526,177,9,0,145,17,0,0
6526,178,9,0,145,18,0,0
6526,179,9,0,145,18,0,0
6526,180,9,0,145,18,0,0
6526,181,9,0,145,18,0,0
6526,182,9,0,145,18,0,0
6526,183,9,0,145,18,0,0
6526,184,9,0,145,18,0,0
6526,185,9,0,145,18,0,0
6526,186,9,0,145,18,0,0
6526,187,9,0,145,18,0,0
6526,188,9,0,145,19,0,0
6526,189,9,0,145,19,0,0
6526,190,9,0,145,19,0,0
6526,191,9,0,145,19,0,0
6526A,0,9,0,144,0,0,0
6526A,1,9,0,144,0,0,0
6526A,2,9,0,144,0,0,0
6526A,3,9,0,144,0,0,0
6526A,4,9,0,144,0,0,0
6526A,5,9,0,144,0,0,0
6526A,6,9,0,144,0,0,0
6526A,7,9,0,144,0,0,0
6526A,8,9,0,144,1,0,0
6526A,9,9,0,145,1,0,0
6526A,10,9,0,145,1,0,0
6526A,11,9,0,145,1,0,0
6526A,12,9,0,145,1,0,0
6526A,13,9,0,145,1,0,0
6526A,14,9,0,145,1,0,0
6526A,15,9,0,145,1,0,0
6526A,16,9,0,145,1,0,0
6526A,17,9,0,145,1,0,0
6526A,18,9,0,145,2,0,0
6526A,19,9,0,145,2,0,0
6526A,20,9,0,145,2,0,0
6526A,21,9,0,145,2,0,0
6526A,22,0,0,145,2,0,0
6526A,23,0,0,145,2,0,0
6526A,24,0,0,145,2,0,0
6526A,25,0,0,145,2,0,0
6526A,26,0,0,145,2,0,0
6526A,27,0,0,145,2,0,0
6526A,28,0,0,145,3,0,0
6526A,29,0,0,145,3,0,0
6526A,30,0,0,145,3,0,0
6526A,31,0,0,145,3,0,0
6526A,32,0,0,145,3,0,0
6526A,33,0,0,145,3,0,0
6526A,34,0,0,145,3,0,0
6526A,35,0,0,145,3,0,0
6526A,36,0,0,145,3,0,0
6526A,37,0,0,145,3,0,0
6526A,38,0,0,145,4,0,0
6526A,39,0,0,145,4,0,0
6526A,40,0,0,145,4,0,0
6526A,41,0,0,145,4,0,0
6526A,42,0,0,145,4,0,0
6526A,43,0,0,145,4,0,0
6526A,44,0,0,145,4,0,0
6526A,45,0,0,145,4,0,0
6526A,46,1,0,145,4,0,0
6526A,47,1,0,145,4,0,0
6526A,48,1,0,145,5,0,0
6526A,49,1,0,145,5,0,0
6526A,50,1,0,145,5,0,0
6526A,51,1,0,145,5,0,0
6526A,52,1,0,145,5,0,0
6526A,53,1,0,145,5,0,0
6526A,54,1,0,145,5,0,0
6526A,55,1,0,145,5,0,0
6526A,56,1,0,145,5,0,0
6526A,57,1,0,145,5,0,0
6526A,58,1,0,145,6,0,0
6526A,59,1,0,145,6,0,0
6526A,60,1,0,145,6,0,0
6526A,61,1,0,145,6,0,0
6526A,62,1,0,145,6,0,0
6526A,63,1,0,145,6,0,0
6526A,64,1,0,145,6,0,0
6526A,65,1,0,145,6,0,0
6526A,66,1,0,145,6,0,0
6526A,67,1,0,145,6,0,0
6526A,68,1,0,145,7,0,0
6526A,69,1,0,145,7,0,0
6526A,70,2,0,145,7,0,0
6526A,71,2,0,145,7,0,0
6526A,72,2,0,145,7,0,0
6526A,73,2,0,145,7,0,0
6526A,74,2,0,145,7,0,0
6526A,75,2,0,145,7,0,0
6526A,76,2,0,145,7,0,0
6526A,77,2,0,145,7,0,0
6526A,78,2,0,145,8,0,0
6526A,79,2,0,145,8,0,0
6526A,80,2,0,145,8,0,0
6526A,81,2,0,145,8,0,0
6526A,82,2,0,145,8,0,0
6526A,83,2,0,145,8,0,0
6526A,84,2,0,145,8,0,0
6526A,85,2,0,145,8,0,0
6526A,86,2,0,145,8,0,0
6526A,87,2,0,145,8,0,0
6526A,88,2,0,145,9,0,0
6526A,89,2,0,145,9,0,0
6526A,90,2,0,145,9,0,0
6526A,91,2,0,145,9,0,0
6526A,92,2,0,145,9,0,0
6526A,93,2,0,145,9,0,0
6526A,94,3,0,145,9,0,0
6526A,95,3,0,145,9,0,0
6526A,96,3,0,145,9,0,0
6526A,97,3,0,145,9,0,0
6526A,98,3,0,145,10,0,0
6526A,99,3,0,145,10,0,0
6526A,100,3,0,145,10,0,0
6526A,101,3,0,145,10,0,0
6526A,102,3,0,145,10,0,0
6526A,103,3,0,145,10,0,0
6526A,104,3,0,145,10,0,0
6526A,105,3,0,145,10,0,0
6526A,106,3,0,145,10,0,0
6526A,107,3,0,145,10,0,0
6526A,108,3,0,145,11,0,0
6526A,109,3,0,145,11,0,0
6526A,110,3,0,145,11,0,0
6526A,111,3,0,145,11,0,0
6526A,112,3,0,145,11,0,0
6526A,113,3,0,145,11,0,0
6526A,114,3,0,145,11,0,0
6526A,115,3,0,145,11,0,0
6526A,116,3,0,145,11,0,0
6526A,117,3,0,145,11,0,0
6526A,118,4,0,145,12,0,0
6526A,119,4,0,145,12,0,0
6526A,120,4,0,145,12,0,0
6526A,121,4,0,145,12,0,0
6526A,122,4,0,145,12,0,0
6526A,123,4,0,145,12,0,0
6526A,124,4,0,145,12,0,0
6526A,125,4,0,145,12,0,0
6526A,126,4,0,145,12,0,0
6526A,127,4,0,145,12,0,0
6526A,128,4,0,145,13,0,0
6526A,129,4,0,145,13,0,0
6526A,130,4,0,145,13,0,0
6526A,131,4,0,145,13,0,0
6526A,132,4,0,145,13,0,0
6526A,133,4,0,145,13,0,0
6526A,134,4,0,145,13,0,0
6526A,135,4,0,145,13,0,0
6526A,136,4,0,145,13,0,0
6526A,137,4,0,145,13,0,0
6526A,138,4,0,145,14,0,0
6526A,139,4,0,145,14,0,0
6526A,140,4,0,145,14,0,0
6526A,141,4,0,145,14,0,0
6526A,142,5,0,145,14,0,0
6526A,143,5,0,145,14,0,0
6526A,144,5,0,145,14,0,0
6526A,145,5,0,145,14,0,0
6526A,146,5,0,145,14,0,0
6526A,147,5,0,145,14,0,0
6526A,148,5,0,145,15,0,0
6526A,149,5,0,145,15,0,0
6526A,150,5,0,145,15,0,0
6526A,151,5,0,145,15,0,0
6526A,152,5,0,145,15,0,0
6526A,153,5,0,145,15,0,0
6526A,154,5,0,145,15,0,0
6526A,155,5,0,145,15,0,0
6526A,156,5,0,145,15,0,0
6526A,157,5,0,145,15,0,0
6526A,158,5,0,145,16,0,0
6526A,159,5,0,145,16,0,0
6526A,160,5,0,145,16,0,0
6526A,161,5,0,145,16,0,0
6526A,162,5,0,145,16,0,0
6526A,163,5,0,145,16,0,0
6526A,164,5,0,145,16,0,0
6526A,165,5,0,145,16,0,0
6526A,166,6,0,145,16,0,0
6526A,167,6,0,145,16,0,0
6526A,168,6,0,145,17,0,0
6526A,169,6,0,145,17,0,0
6526A,170,6,0,145,17,0,0
6526A,171,6,0,145,17,0,0
6526A,172,6,0,145,17,0,0
6526A,173,6,0,145,17,0,0
6526A,174,6,0,145,17,0,0
6526A,175,6,0,145,17,0,0
6526A,176,6,0,145,17,0,0
6526A,177,6,0,145,17,0,0
6526A,178,6,0,145,18,0,0
6526A,179,6,0,145,18,0,0
6526A,180,6,0,145,18,0,0
6526A,181,6,0,145,18,0,0
6526A,182,6,0,145,18,0,0
6526A,183,6,0,145,18,0,0
6526A,184,6,0,145,18,0,0
6526A,185,6,0,145,18,0,0
6526A,186,6,0,145,18,0,0
6526A,187,6,0,145,18,0,0
6526A,188,6,0,145,19,0,0
6526A,189,6,0,145,19,0,0
6526A,190,7,0,145,19,0,0
6526A,191,7,0,145,19,0,0
6526R4,0,9,0,144,0,0,0
6526R4,1,9,0,144,0,0,0
6526R4,2,9,0,144,0,0,0
6526R4,3,9,0,144,0,0,0
6526R4,4,9,0,144,0,0,0
6526R4,5,9,0,144,0,0,0
6526R4,6,9,0,144,0,0,0
6526R4,7,9,0,144,0,0,0
6526R4,8,9,0,144,1,0,0
6526R4,9,9,0,145,1,0,0
6526R4,10,9,0,145,1,0,0
6526R4,11,9,0,145,1,0,0
6526R4,12,9,0,145,1,0,0
6526R4,13,9,0,145,1,0,0
6526R4,14,9,0,145,1,0,0
6526R4,15,9,0,145,1,0,0
6526R4,16,9,0,145,1,0,0
6526R4,17,9,0,145,1,0,0
6526R4,18,9,0,145,2,0,0
6526R4,19,9,0,145,2,0,0
6526R4,20,0,0,145,2,0,0
6526R4,21,0,0,145,2,0,0
6526R4,22,0,0,145,2,0,0
6526R4,23,0,0,145,2,0,0
6526R4,24,0,0,145,2,0,0
6526R4,25,0,0,145,2,0,0
6526R4,26,0,0,145,2,0,0
6526R4,27,0,0,145,2,0,0
6526R4,28,0,0,145,3,0,0
6526R4,29,0,0,145,3,0,0
6526R4,30,0,0,145,3,0,0
6526R4,31,0,0,145,3,0,0
6526R4,32,0,0,145,3,0,0
6526R4,33,0,0,145,3,0,0
6526R4,34,0,0,145,3,0,0
6526R4,35,0,0,145,3,0,0
6526R4,36,0,0,145,3,0,0
6526R4,37,0,0,145,3,0,0
6526R4,38,0,0,145,4,0,0
6526R4,39,0,0,145,4,0,0
6526R4,40,0,0,145,4,0,0
6526R4,41,0,0,145,4,0,0
6526R4,42,1,0,145,4,0,0
6526R4,43,1,0,145,4,0,0
6526R4,44,1,0,145,4,0,0
6526R4,45,1,0,145,4,0,0
6526R4,46,1,0,145,4,0,0
6526R4,47,1,0,145,4,0,0
6526R4,48,1,0,145,5,0,0
6526R4,49,1,0,145,5,0,0
6526R4,50,1,0,145,5,0,0
6526R4,51,1,0,145,5,0,0
6526R4,52,1,0,145,5,0,0
6526R4,53,1,0,145,5,0,0
6526R4,54,1,0,145,5,0,0
6526R4,55,1,0,145,5,0,0
6526R4,56,1,0,145,5,0,0
6526R4,57,1,0,145,5,0,0
6526R4,58,1,0,145,6,0,0
6526R4,59,1,0,145,6,0,0
6526R4,60,1,0,145,6,0,0
6526R4,61,1,0,145,6,0,0
6526R4,62,1,0,145,6,0,0
6526R4,63,1,0,145,6,0,0
6526R4,64,2,0,145,6,0,0
6526R4,65,2,0,145,6,0,0
6526R4,66,2,0,145,6,0,0
6526R4,67,2,0,145,6,0,0
6526R4,68,2,0,145,7,0,0
6526R4,69,2,0,145,7,0,0
6526R4,70,2,0,145,7,0,0
6526R4,71,2,0,145,7,0,0
6526R4,72,2,0,145,7,0,0
6526R4,73,2,0,145,7,0,0
6526R4,74,2,0,145,7,0,0
6526R4,75,2,0,145,7,0,0
6526R4,76,2,0,145,7,0,0
6526R4,77,2,0,145,7,0,0
6526R4,78,2,0,145,8,0,0
6526R4,79,2,0,145,8,0,0
6526R4,80,2,0,145,8,0,0
6526R4,81,2,0,145,8,0,0
6526R4,82,2,0,145,8,0,0
6526R4,83,2,0,145,8,0,0
6526R4,84,2,0,145,8,0,0
6526R4,85,2,0,145,8,0,0
6526R4,86,3,0,145,8,0,0
6526R4,87,3,0,145,8,0,0
6526R4,88,3,0,145,9,0,0
6526R4,89,3,0,145,9,0,0
6526R4,90,3,0,145,9,0,0
6526R4,91,3,0,145,9,0,0
6526R4,92,3,0,145,9,0,0
6526R4,93,3,0,145,9,0,0
6526R4,94,3,0,145,9,0,0
6526R4,95,3,0,145,9,0,0
6526R4,96,3,0,145,9,0,0
6526R4,97,3,0,145,9,0,0
6526R4,98,3,0,145,10,0,0
6526R4,99,3,0,145,10,0,0
6526R4,100,3,0,145,10,0,0
6526R4,101,3,0,145,10,0,0
6526R4,102,3,0,145,10,0,0
6526R4,103,3,0,145,10,0,0
6526R4,104,3,0,145,10,0,0
6526R4,105,3,0,145,10,0,0
6526R4,106,3,0,145,10,0,0
6526R4,107,3,0,145,10,0,0
6526R4,108,4,0,145,11,0,0
6526R4,109,4,0,145,11,0,0
6526R4,110,4,0,145,11,0,0
6526R4,111,4,0,145,11,0,0
6526R4,112,4,0,145,11,0,0
6526R4,113,4,0,145,11,0,0
6526R4,114,4,0,145,11,0,0
6526R4,115,4,0,145,11,0,0
6526R4,116,4,0,145,11,0,0
6526R4,117,4,0,145,11,0,0
6526R4,118,4,0,145,12,0,0
6526R4,119,4,0,145,12,0,0
6526R4,120,4,0,145,12,0,0
6526R4,121,4,0,145,12,0,0
6526R4,122,4,0,145,12,0,0
6526R4,123,4,0,145,12,0,0
6526R4,124,4,0,145,12,0,0
6526R4,125,4,0,145,12,0,0
6526R4,126,4,0,145,12,0,0
6526R4,127,4,0,145,12,0,0
6526R4,128,4,0,145,13,0,0
6526R4,129,4,0,145,13,0,0
6526R4,130,5,0,145,13,0,0
6526R4,131,5,0,145,13,0,0
6526R4,132,5,0,145,13,0,0
6526R4,133,5,0,145,13,0,0
6526R4,134,5,0,145,13,0,0
6526R4,135,5,0,145,13,0,0
6526R4,136,5,0,145,13,0,0
6526R4,137,5,0,145,13,0,0
6526R4,138,5,0,145,14,0,0
6526R4,139,5,0,145,14,0,0
6526R4,140,5,0,145,14,0,0
6526R4,141,5,0,145,14,0,0
6526R4,142,5,0,145,14,0,0
6526R4,143,5,0,145,14,0,0
6526R4,144,5,0,145,14,0,0
6526R4,145,5,0,145,14,0,0
6526R4,146,5,0,145,14,0,0
6526R4,147,5,0,145,14,0,0
6526R4,148,5,0,145,15,0,0
6526R4,149,5,0,145,15,0,0
6526R4,150,5,0,145,15,0,0
6526R4,151,5,0,145,15,0,0
6526R4,152,6,0,145,15,0,0
6526R4,153,6,0,145,15,0,0
6526R4,154,6,0,145,15,0,0
6526R4,155,6,0,145,15,0,0
6526R4,156,6,0,145,15,0,0
6526R4,157,6,0,145,15,0,0
6526R4,158,6,0,145,16,0,0
6526R4,159,6,0,145,16,0,0
6526R4,160,6,0,145,16,0,0
6526R4,161,6,0,145,16,0,0
6526R4,162,6,0,145,16,0,0
6526R4,163,6,0,145,16,0,0
6526R4,164,6,0,145,16,0,0
6526R4,165,6,0,145,16,0,0
6526R4,166,6,0,145,16,0,0
6526R4,167,6,0,145,16,0,0
6526R4,168,6,0,145,17,0,0
6526R4,169,6,0,145,17,0,0
6526R4,170,6,0,145,17,0,0
6526R4,171,6,0,145,17,0,0
6526R4,172,6,0,145,17,0,0
6526R4,173,6,0,145,17,0,0
6526R4,174,7,0,145,17,0,0
6526R4,175,7,0,145,17,0,0
6526R4,176,7,0,145,17,0,0
6526R4,177,7,0,145,17,0,0
6526R4,178,7,0,145,18,0,0
6526R4,179,7,0,145,18,0,0
6526R4,180,7,0,145,18,0,0
6526R4,181,7,0,145,18,0,0
6526R4,182,7,0,145,18,0,0
6526R4,183,7,0,145,18,0,0
6526R4,184,7,0,145,18,0,0
6526R4,185,7,0,145,18,0,0
6526R4,186,7,0,145,18,0,0
6526R4,187,7,0,145,18,0,0
6526R4,188,7,0,145,19,0,0
6526R4,189,7,0,145,19,0,0
6526R4,190,7,0,145,19,0,0
6526R4,191,7,0,145,19,0,0
