phase,cycle,pixel,op,bus_window,fetch,tick_actions,predicate_mask,fetch_plan,commit_plan,addr_formula0,addr_formula1
PHI2,0,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,0,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,1,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,2,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,3,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,4,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,5,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,6,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,7,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,8,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,8,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,9,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,10,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,11,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,12,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,13,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,0,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,1,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,2,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,3,SPRITE,1,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,14,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,15,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,15,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,16,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,17,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,18,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,19,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,20,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,21,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,22,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,23,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,24,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,25,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,26,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,27,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,28,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,29,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,30,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,31,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,32,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,33,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,34,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,35,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,36,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,37,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,38,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,39,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,40,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,41,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,1,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,2,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,42,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,43,0,VIDEO,1,NONE,0,0,NONE,NONE,NONE,NONE
