phase,cycle,pixel,op,bus_window,fetch,tick_actions,predicate_mask,fetch_plan,commit_plan,addr_formula0,addr_formula1
PHI1,31,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,32,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,32,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,32,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,32,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,32,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,32,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,32,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,32,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,33,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,33,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,33,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,33,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,33,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,33,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,33,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,33,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,34,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,34,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,34,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,34,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,34,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,34,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,34,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,34,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,35,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,35,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,35,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,35,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,35,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,35,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,35,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,35,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,36,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,36,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,36,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,36,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,36,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,36,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,36,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,36,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,37,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,37,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,37,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,37,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,37,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,37,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,37,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,37,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,38,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,38,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,38,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,38,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,38,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,38,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,38,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,38,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,39,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,39,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,39,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,39,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,39,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,39,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,39,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,39,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,40,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,40,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,40,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,40,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,40,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,40,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,40,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,40,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,41,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,41,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,41,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,41,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,41,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,41,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,41,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,41,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,42,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,42,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,42,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,42,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,42,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,42,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,42,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,42,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,43,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,43,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,43,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,43,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,43,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,43,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,43,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,43,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,44,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,44,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,44,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,44,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,44,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,44,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,44,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,44,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,45,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,45,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,45,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,45,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,45,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,45,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,45,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,45,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,46,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,46,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,46,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,46,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,46,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,46,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,46,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,46,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,47,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,47,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,47,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,47,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,47,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,47,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,47,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,47,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,48,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,48,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,48,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,48,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,48,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,48,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,48,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,48,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,49,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,49,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,49,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,49,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,49,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,49,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,49,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,49,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,50,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,50,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,50,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,50,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,50,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,50,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,50,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,50,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,51,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,51,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,51,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,51,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,51,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,51,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,51,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,51,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,52,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,52,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,52,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,52,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,52,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,52,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,52,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,52,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,53,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,53,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,53,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,53,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,53,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,53,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,53,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,53,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,54,0,VIDEO,0,VIDEO_MEMPTR_SCREEN,0,0,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR_SCREEN,VIDEO_MEMPTR,VIDEO_SCREEN
PHI1,54,1,VIDEO,0,VIDEO_COLOR,0,0,VIDEO_COLOR,VIDEO_COLOR,VIDEO_COLOR,NONE
PHI1,54,2,VIDEO,0,VIDEO_PATTERN,0,0,VIDEO_PATTERN,VIDEO_PATTERN,VIDEO_PATTERN,NONE
PHI1,54,3,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,54,4,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,54,5,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,54,6,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,54,7,VIDEO,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,0,REFRESH,0,REFRESH,2,0,REFRESH,REFRESH,REFRESH,NONE
PHI1,55,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,55,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,0,REFRESH,0,REFRESH,0,0,REFRESH,REFRESH,REFRESH,NONE
PHI1,56,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,6,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,56,7,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI1,57,0,SPRITE,0,SPRITE_PTR,0,1,SPRITE_PTR,SPRITE_PTR,SPRITE_PTR,NONE
PHI1,57,1,SPRITE,0,SPRITE_DATA0,0,1,SPRITE_DATA0,SPRITE_DATA0,SPRITE_DATA0,NONE
PHI1,57,2,SPRITE,0,SPRITE_DATA1,0,1,SPRITE_DATA1,SPRITE_DATA1,SPRITE_DATA1,NONE
PHI1,57,3,SPRITE,0,SPRITE_DATA2,0,1,SPRITE_DATA2,SPRITE_DATA2,SPRITE_DATA2,NONE
PHI1,57,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,57,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,57,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,57,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,58,0,SPRITE,0,SPRITE_PTR,0,1,SPRITE_PTR,SPRITE_PTR,SPRITE_PTR,NONE
PHI1,58,1,SPRITE,0,SPRITE_DATA0,0,1,SPRITE_DATA0,SPRITE_DATA0,SPRITE_DATA0,NONE
PHI1,58,2,SPRITE,0,SPRITE_DATA1,0,1,SPRITE_DATA1,SPRITE_DATA1,SPRITE_DATA1,NONE
PHI1,58,3,SPRITE,0,SPRITE_DATA2,0,1,SPRITE_DATA2,SPRITE_DATA2,SPRITE_DATA2,NONE
PHI1,58,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,58,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,58,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,58,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,59,0,SPRITE,0,SPRITE_PTR,0,1,SPRITE_PTR,SPRITE_PTR,SPRITE_PTR,NONE
PHI1,59,1,SPRITE,0,SPRITE_DATA0,0,1,SPRITE_DATA0,SPRITE_DATA0,SPRITE_DATA0,NONE
PHI1,59,2,SPRITE,0,SPRITE_DATA1,0,1,SPRITE_DATA1,SPRITE_DATA1,SPRITE_DATA1,NONE
PHI1,59,3,SPRITE,0,SPRITE_DATA2,0,1,SPRITE_DATA2,SPRITE_DATA2,SPRITE_DATA2,NONE
PHI1,59,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,59,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,59,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,59,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,60,0,SPRITE,0,SPRITE_PTR,0,1,SPRITE_PTR,SPRITE_PTR,SPRITE_PTR,NONE
PHI1,60,1,SPRITE,0,SPRITE_DATA0,0,1,SPRITE_DATA0,SPRITE_DATA0,SPRITE_DATA0,NONE
PHI1,60,2,SPRITE,0,SPRITE_DATA1,0,1,SPRITE_DATA1,SPRITE_DATA1,SPRITE_DATA1,NONE
PHI1,60,3,SPRITE,0,SPRITE_DATA2,0,1,SPRITE_DATA2,SPRITE_DATA2,SPRITE_DATA2,NONE
PHI1,60,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,60,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,60,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,60,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,61,0,SPRITE,0,SPRITE_PTR,0,1,SPRITE_PTR,SPRITE_PTR,SPRITE_PTR,NONE
PHI1,61,1,SPRITE,0,SPRITE_DATA0,0,1,SPRITE_DATA0,SPRITE_DATA0,SPRITE_DATA0,NONE
PHI1,61,2,SPRITE,0,SPRITE_DATA1,0,1,SPRITE_DATA1,SPRITE_DATA1,SPRITE_DATA1,NONE
PHI1,61,3,SPRITE,0,SPRITE_DATA2,0,1,SPRITE_DATA2,SPRITE_DATA2,SPRITE_DATA2,NONE
PHI1,61,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,61,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,61,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,61,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,62,0,SPRITE,0,SPRITE_PTR,0,1,SPRITE_PTR,SPRITE_PTR,SPRITE_PTR,NONE
PHI1,62,1,SPRITE,0,SPRITE_DATA0,0,1,SPRITE_DATA0,SPRITE_DATA0,SPRITE_DATA0,NONE
PHI1,62,2,SPRITE,0,SPRITE_DATA1,0,1,SPRITE_DATA1,SPRITE_DATA1,SPRITE_DATA1,NONE
PHI1,62,3,SPRITE,0,SPRITE_DATA2,0,1,SPRITE_DATA2,SPRITE_DATA2,SPRITE_DATA2,NONE
PHI1,62,4,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,62,5,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,62,6,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI1,62,7,SPRITE,0,NONE,0,1,NONE,NONE,NONE,NONE
PHI2,0,0,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,0,1,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,0,2,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,0,3,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,0,4,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
PHI2,0,5,REFRESH,0,NONE,0,0,NONE,NONE,NONE,NONE
