rev,phase,rotation_tick,track,track_zone,sector,sectors_on_track,sync_scan_ok,header_decode_ok,data_decode_ok,checksum_crc_ok,status_ok,status_code,expected_status_code,chain_break,w70_gcr_header_decode_rows,w70_gcr_data_decode_rows,w70_gcr_chain_break_rows,sync_marks,header_id,data_payload_xor,checksum_byte,crc_byte
1541II,gcr_chain,680,20,1,16,19,1,1,1,1,1,0,0,0,80,80,0,2,63,8,51,66
1541II,gcr_chain,689,20,1,17,19,1,1,1,1,1,0,0,0,81,81,0,3,54,136,187,203
1541II,gcr_chain,698,20,1,18,19,1,1,1,1,1,0,0,0,82,82,0,2,53,128,179,194
1541II,gcr_chain,709,21,2,0,18,1,1,1,1,1,0,0,0,83,83,0,3,54,136,171,200
1541II,gcr_chain,719,21,2,1,18,1,1,1,1,1,0,0,0,84,84,0,2,53,128,161,189
1541II,gcr_chain,729,21,2,2,18,1,1,1,1,1,0,0,0,85,85,0,3,0,0,23,52
1541II,gcr_chain,739,21,2,3,18,1,1,1,1,1,0,0,0,86,86,0,2,123,8,101,129
1541II,gcr_chain,750,21,2,4,18,1,1,1,1,1,0,0,0,87,87,0,3,122,136,227,0
1541II,gcr_chain,760,21,2,5,18,1,1,1,1,1,0,0,0,88,88,0,2,105,128,249,21
1541II,gcr_chain,770,21,2,6,18,1,1,1,1,1,0,0,0,89,89,0,3,124,0,111,140
1541II,gcr_chain,780,21,2,7,18,1,1,1,1,1,0,0,0,90,90,0,2,71,8,93,121
1541II,gcr_chain,791,21,2,8,18,1,1,1,1,1,0,0,0,91,91,0,3,78,136,219,248
1541II,gcr_chain,801,21,2,9,18,1,1,1,1,1,0,0,0,92,92,0,2,77,128,209,237
1541II,gcr_chain,811,21,2,10,18,1,1,1,1,1,0,0,0,93,93,0,3,120,0,103,132
1541II,gcr_chain,821,21,2,11,18,1,1,1,1,1,0,0,0,94,94,0,2,3,8,21,49
1541II,gcr_chain,832,21,2,12,18,1,1,1,1,1,0,0,0,95,95,0,3,2,136,147,176
1541II,gcr_chain,842,21,2,13,18,1,1,1,1,1,0,0,0,96,96,0,2,17,128,137,165
1541II,gcr_chain,852,21,2,14,18,1,1,1,1,1,0,0,0,97,97,0,3,4,0,31,60
1541II,gcr_chain,862,21,2,15,18,1,1,1,1,1,0,0,0,98,98,0,2,63,8,45,73
1541II,gcr_chain,873,21,2,16,18,1,1,1,1,1,0,0,0,99,99,0,3,54,136,187,216
1541II,gcr_chain,883,21,2,17,18,1,1,1,1,1,0,0,0,100,100,0,2,53,128,177,205
